[10/7/25 08:05AM] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 11:44AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
