[10/7/25 12:24AM] Ghijf used command ::dr | Player rights = PLAYER	
[10/8/25 01:30AM] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:31AM] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:31AM] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:31AM] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:32AM] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:32AM] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:32AM] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:33AM] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:35AM] Ghijf used command ::dk | Player rights = EMERALD_DONATOR	
[10/8/25 01:35AM] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 02:14AM] Ghijf used command ::dr | Player rights = EMERALD_DONATOR	
[10/8/25 02:19AM] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 02:21AM] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 02:22AM] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 02:23AM] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 02:24AM] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 02:24AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 02:24AM] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 02:24AM] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 02:25AM] Ghijf used command ::npckills | Player rights = EMERALD_DONATOR	
[10/8/25 02:25AM] Ghijf used command ::kc | Player rights = EMERALD_DONATOR	
[10/8/25 02:25AM] Ghijf used command ::nm | Player rights = EMERALD_DONATOR	
[10/8/25 02:26AM] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 02:26AM] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 02:26AM] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 02:26AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 02:28AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 02:28AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 02:29AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 02:31AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 02:32AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 02:34AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 02:35AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 02:36AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 02:38AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 02:39AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 02:40AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 02:42AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 02:43AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 02:44AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 02:46AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 02:47AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 02:48AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 02:50AM] Ghijf used command ::merald | Player rights = EMERALD_DONATOR	
[10/8/25 02:51AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 02:52AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 02:54AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 02:55AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 02:57AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 02:58AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 02:59AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:01AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:02AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:03AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:05AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:06AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:07AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:09AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:10AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:11AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:13AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:14AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:15AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:17AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:18AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:20AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:21AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:22AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:24AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:25AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:26AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:28AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:29AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:30AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:32AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:33AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:34AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:36AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:37AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:38AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:40AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:41AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:43AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:44AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:45AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:47AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:48AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:49AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:51AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:52AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:53AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:55AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:56AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:57AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 03:59AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:00AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:01AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:03AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:04AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:06AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:07AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:08AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:10AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:11AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:12AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:14AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:15AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:16AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:18AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:19AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:20AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:22AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:23AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:24AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:26AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:27AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:29AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:30AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:31AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:33AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:34AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:35AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:37AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:38AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:39AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:41AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:42AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:43AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:45AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:46AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:47AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:49AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:50AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:52AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:53AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:54AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:56AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:57AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 04:58AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:00AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:01AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:02AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:04AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:05AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:06AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:08AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:09AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:10AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:12AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:13AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:15AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:16AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:17AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:19AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:20AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:21AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:23AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:24AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:25AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:27AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:28AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:29AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:31AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:32AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:33AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:35AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:36AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:38AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:39AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:40AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:42AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:43AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:44AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:46AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:47AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:48AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:50AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:51AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:52AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:54AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:55AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:56AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:58AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 05:59AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:01AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:02AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:03AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:05AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:06AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:07AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:09AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:10AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:11AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:13AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:14AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:15AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:17AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:18AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:19AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:21AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:22AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:24AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:25AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:26AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:28AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:29AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:30AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:32AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:33AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:34AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:36AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:37AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:38AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:40AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:41AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:42AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:44AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:45AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:47AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:48AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:49AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:51AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:52AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:53AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:55AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:56AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:57AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 06:59AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:00AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:01AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:03AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:04AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:05AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:07AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:08AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:10AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:11AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:12AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:14AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:15AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:16AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:18AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:19AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:20AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:22AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:23AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:24AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:26AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:27AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:28AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:30AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:31AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:33AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:34AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:35AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:37AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:38AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:39AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:41AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:42AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:43AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:45AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:46AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:47AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:49AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:50AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:51AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:53AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:54AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:56AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:57AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 07:58AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:00AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:01AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:02AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:04AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:05AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:06AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:08AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:09AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:10AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:12AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:13AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:14AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:16AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:17AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:19AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:20AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:21AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:23AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:24AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:25AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:27AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:28AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:29AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:31AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:32AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:33AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:35AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:36AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:37AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:39AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:40AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:42AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:43AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:44AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:46AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:47AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:48AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:50AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:51AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:52AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:54AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:55AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:56AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:58AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 08:59AM] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
