[10/6/25 11:48PM] Delicious used command ::vote | Player rights = PLAYER	
[10/8/25 01:10PM] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/8/25 01:10PM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:11PM] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/8/25 01:11PM] Delicious used command ::collectionlog | Player rights = EMERALD_DONATOR	
[10/8/25 01:11PM] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/8/25 01:11PM] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/8/25 01:18PM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:20PM] Delicious used command ::daily | Player rights = EMERALD_DONATOR	
[10/8/25 01:25PM] Delicious used command ::dialy | Player rights = EMERALD_DONATOR	
[10/8/25 01:25PM] Delicious used command ::daily | Player rights = EMERALD_DONATOR	
[10/8/25 01:35PM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:35PM] Delicious used command ::shops | Player rights = EMERALD_DONATOR	
[10/8/25 01:38PM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:40PM] Delicious used command ::daily | Player rights = EMERALD_DONATOR	
[10/8/25 01:48PM] Delicious used command ::dk | Player rights = EMERALD_DONATOR	
[10/8/25 01:50PM] Delicious used command ::naraku | Player rights = EMERALD_DONATOR	
[10/8/25 01:54PM] Delicious used command ::naraku | Player rights = EMERALD_DONATOR	
[10/8/25 01:56PM] Delicious used command ::afk | Player rights = EMERALD_DONATOR	
[10/8/25 01:56PM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/9/25 04:36AM] Delicious used command ::vote | Player rights = EMERALD_DONATOR	
[10/9/25 04:37AM] Delicious used command ::voted | Player rights = EMERALD_DONATOR	
[10/9/25 04:37AM] Delicious used command ::claimvotes | Player rights = EMERALD_DONATOR	
[10/9/25 04:37AM] Delicious used command ::reward 1 all | Player rights = EMERALD_DONATOR	
[10/9/25 04:37AM] Delicious used command ::claim | Player rights = EMERALD_DONATOR	
[10/9/25 04:40AM] Delicious used command ::perks | Player rights = EMERALD_DONATOR	
[10/9/25 04:40AM] Delicious used command ::leagues | Player rights = EMERALD_DONATOR	
[10/9/25 04:40AM] Delicious used command ::commands | Player rights = EMERALD_DONATOR	
[10/9/25 04:41AM] Delicious used command ::daily | Player rights = EMERALD_DONATOR	
[10/9/25 04:41AM] Delicious used command ::daily | Player rights = EMERALD_DONATOR	
[10/9/25 04:43AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/9/25 04:50AM] Delicious used command ::helraiser | Player rights = EMERALD_DONATOR	
[10/9/25 04:50AM] Delicious used command ::hellraiser | Player rights = EMERALD_DONATOR	
[10/9/25 04:53AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/9/25 04:53AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/9/25 09:29AM] Delicious used command ::emeral | Player rights = EMERALD_DONATOR	
[10/9/25 09:29AM] Delicious used command ::emerald | Player rights = EMERALD_DONATOR	
[10/9/25 09:29AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/9/25 09:29AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/9/25 09:56AM] Delicious used command ::vboss | Player rights = EMERALD_DONATOR	
[10/9/25 09:56AM] Delicious used command ::vboss | Player rights = EMERALD_DONATOR	
[10/9/25 09:56AM] Delicious used command ::vboss | Player rights = EMERALD_DONATOR	
[10/9/25 09:58AM] Delicious used command ::dk | Player rights = EMERALD_DONATOR	
[10/9/25 10:02AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/9/25 10:02AM] Delicious used command ::neplim | Player rights = EMERALD_DONATOR	
[10/9/25 10:02AM] Delicious used command ::nephlim | Player rights = EMERALD_DONATOR	
[10/9/25 10:02AM] Delicious used command ::nephilm | Player rights = EMERALD_DONATOR	
[10/9/25 10:02AM] Delicious used command ::nephilim | Player rights = EMERALD_DONATOR	
[10/9/25 10:08AM] Delicious used command ::answer 1 | Player rights = EMERALD_DONATOR	
[10/9/25 10:08AM] Delicious used command ::answer 2 | Player rights = EMERALD_DONATOR	
[10/9/25 10:08AM] Delicious used command ::answer 3 | Player rights = EMERALD_DONATOR	
[10/9/25 10:08AM] Delicious used command ::answer 4 | Player rights = EMERALD_DONATOR	
[10/9/25 10:08AM] Delicious used command ::answer 4 | Player rights = EMERALD_DONATOR	
[10/9/25 10:08AM] Delicious used command ::answer 5 | Player rights = EMERALD_DONATOR	
[10/9/25 10:08AM] Delicious used command ::answer 6 | Player rights = EMERALD_DONATOR	
[10/9/25 10:08AM] Delicious used command ::answer 7 | Player rights = EMERALD_DONATOR	
[10/9/25 10:08AM] Delicious used command ::answer 8 | Player rights = EMERALD_DONATOR	
[10/9/25 10:09AM] Delicious used command ::answer 9 | Player rights = EMERALD_DONATOR	
[10/9/25 10:09AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/9/25 10:13AM] Delicious used command ::voted | Player rights = EMERALD_DONATOR	
[10/9/25 10:13AM] Delicious used command ::claimvote | Player rights = EMERALD_DONATOR	
[10/9/25 10:13AM] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/9/25 10:14AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/9/25 10:15AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/9/25 10:22AM] Delicious used command ::nephilim | Player rights = EMERALD_DONATOR	
[10/9/25 10:22AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/9/25 10:24AM] Delicious used command ::nephilim | Player rights = EMERALD_DONATOR	
[10/9/25 10:32AM] Delicious used command ::answer platinuam | Player rights = EMERALD_DONATOR	
[10/9/25 10:32AM] Delicious used command ::answer platinum | Player rights = EMERALD_DONATOR	
[10/9/25 10:32AM] Delicious used command ::hellraiser | Player rights = EMERALD_DONATOR	
[10/9/25 10:36AM] Delicious used command ::collectionlog | Player rights = EMERALD_DONATOR	
[10/9/25 10:36AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/9/25 10:37AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/9/25 10:48AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/9/25 10:49AM] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/9/25 10:49AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/9/25 11:42AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/9/25 11:42AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/9/25 11:46AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/9/25 12:00PM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/9/25 12:03PM] Delicious used command ::startertasks | Player rights = EMERALD_DONATOR	
[10/9/25 12:46PM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/9/25 12:51PM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/9/25 12:52PM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/11/25 04:08AM] Delicious used command ::vote | Player rights = EMERALD_DONATOR	
[10/11/25 04:09AM] Delicious used command ::voted | Player rights = EMERALD_DONATOR	
[10/11/25 04:09AM] Delicious used command ::claimvote | Player rights = EMERALD_DONATOR	
[10/11/25 04:09AM] Delicious used command ::claim | Player rights = EMERALD_DONATOR	
[10/11/25 04:11AM] Delicious used command ::daily | Player rights = EMERALD_DONATOR	
[10/11/25 04:16AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/11/25 04:17AM] Delicious used command ::daily | Player rights = EMERALD_DONATOR	
[10/11/25 04:17AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/11/25 04:17AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/11/25 04:17AM] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/11/25 04:17AM] Delicious used command ::daily | Player rights = EMERALD_DONATOR	
[10/11/25 04:17AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/11/25 04:18AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/11/25 04:18AM] Delicious used command ::collectionlog | Player rights = EMERALD_DONATOR	
[10/11/25 04:19AM] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/11/25 04:19AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/11/25 04:19AM] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/11/25 04:19AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/11/25 04:19AM] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/11/25 04:20AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/11/25 04:20AM] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/11/25 04:20AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/11/25 04:20AM] Delicious used command ::collectionlog | Player rights = EMERALD_DONATOR	
[10/11/25 04:21AM] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/11/25 04:21AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/11/25 04:49AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/11/25 04:55AM] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/11/25 04:55AM] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/11/25 05:01AM] Delicious used command ::memberzone | Player rights = RUBY_DONATOR	
[10/11/25 05:02AM] Delicious used command ::memb | Player rights = RUBY_DONATOR	
[10/11/25 05:03AM] Delicious used command ::commands | Player rights = RUBY_DONATOR	
[10/11/25 05:04AM] Delicious used command ::mzone | Player rights = RUBY_DONATOR	
[10/11/25 05:04AM] Delicious used command ::passzone | Player rights = RUBY_DONATOR	
[10/11/25 05:04AM] Delicious used command ::passzone | Player rights = RUBY_DONATOR	
[10/11/25 05:04AM] Delicious used command ::member | Player rights = RUBY_DONATOR	
[10/11/25 05:06AM] Delicious used command ::vboss | Player rights = RUBY_DONATOR	
[10/11/25 05:11AM] Delicious used command ::zenyte | Player rights = RUBY_DONATOR	
[10/11/25 05:11AM] Delicious used command ::zenyte | Player rights = RUBY_DONATOR	
[10/11/25 05:11AM] Delicious used command ::onyx | Player rights = RUBY_DONATOR	
[10/11/25 05:12AM] Delicious used command ::membership | Player rights = RUBY_DONATOR	
[10/11/25 05:16AM] Delicious used command ::bank | Player rights = RUBY_DONATOR	
[10/11/25 05:18AM] Delicious used command ::bank | Player rights = RUBY_DONATOR	
[10/11/25 05:18AM] Delicious used command ::claimall | Player rights = RUBY_DONATOR	
[10/11/25 05:18AM] Delicious used command ::claim | Player rights = RUBY_DONATOR	
[10/11/25 05:18AM] Delicious used command ::claimall | Player rights = RUBY_DONATOR	
[10/11/25 05:20AM] Delicious used command ::bank | Player rights = RUBY_DONATOR	
[10/11/25 05:23AM] Delicious used command ::neplim | Player rights = RUBY_DONATOR	
[10/11/25 05:23AM] Delicious used command ::nphilim | Player rights = RUBY_DONATOR	
[10/11/25 05:23AM] Delicious used command ::nephilim | Player rights = RUBY_DONATOR	
[10/11/25 05:24AM] Delicious used command ::bank | Player rights = RUBY_DONATOR	
[10/11/25 05:26AM] Delicious used command ::membershipzone | Player rights = RUBY_DONATOR	
[10/11/25 05:27AM] Delicious used command ::hellraiser | Player rights = RUBY_DONATOR	
[10/11/25 05:30AM] Delicious used command ::dk | Player rights = RUBY_DONATOR	
[10/11/25 05:31AM] Delicious used command ::nephilim | Player rights = RUBY_DONATOR	
[10/11/25 05:39AM] Delicious used command ::bank | Player rights = RUBY_DONATOR	
[10/11/25 05:40AM] Delicious used command ::bank | Player rights = RUBY_DONATOR	
[10/11/25 05:42AM] Delicious used command ::slayerboss | Player rights = RUBY_DONATOR	
[10/11/25 05:54AM] Delicious used command ::startertasks | Player rights = RUBY_DONATOR	
[10/11/25 05:59AM] Delicious used command ::bank | Player rights = RUBY_DONATOR	
[10/11/25 05:59AM] Delicious used command ::startertasks | Player rights = RUBY_DONATOR	
[10/11/25 06:00AM] Delicious used command ::bank | Player rights = RUBY_DONATOR	
[10/11/25 07:56AM] Delicious used command ::dk | Player rights = RUBY_DONATOR	
[10/11/25 08:17AM] Delicious used command ::bank | Player rights = RUBY_DONATOR	
[10/11/25 08:19AM] Delicious used command ::bank | Player rights = RUBY_DONATOR	
[10/11/25 08:20AM] Delicious used command ::bank | Player rights = RUBY_DONATOR	
[10/11/25 08:26AM] Delicious used command ::varrock | Player rights = RUBY_DONATOR	
[10/11/25 08:27AM] Delicious used command ::naraku | Player rights = RUBY_DONATOR	
[10/11/25 08:32AM] Delicious used command ::donate | Player rights = RUBY_DONATOR	
[10/11/25 08:33AM] Delicious used command ::bank | Player rights = RUBY_DONATOR	
[10/11/25 08:34AM] Delicious used command ::bank | Player rights = RUBY_DONATOR	
[10/11/25 08:36AM] Delicious used command ::vote | Player rights = RUBY_DONATOR	
[10/11/25 08:38AM] Delicious used command ::bank | Player rights = RUBY_DONATOR	
[10/11/25 08:39AM] Delicious used command ::bank | Player rights = RUBY_DONATOR	
[10/11/25 08:40AM] Delicious used command ::bank | Player rights = RUBY_DONATOR	
[10/11/25 08:41AM] Delicious used command ::bank | Player rights = RUBY_DONATOR	
[10/11/25 08:41AM] Delicious used command ::bank | Player rights = RUBY_DONATOR	
[10/11/25 08:43AM] Delicious used command ::bank | Player rights = RUBY_DONATOR	
[10/11/25 08:43AM] Delicious used command ::bank | Player rights = RUBY_DONATOR	
[10/11/25 08:44AM] Delicious used command ::bank | Player rights = RUBY_DONATOR	
[10/11/25 08:46AM] Delicious used command ::bank | Player rights = RUBY_DONATOR	
[10/11/25 08:52AM] Delicious used command ::commands | Player rights = HELPER	
[10/11/25 08:53AM] Delicious used command ::mute hank | Player rights = HELPER	
[10/11/25 08:55AM] Delicious used command ::vboss | Player rights = HELPER	
[10/11/25 08:57AM] Delicious used command ::vboss | Player rights = HELPER	
[10/11/25 08:59AM] Delicious used command ::dk | Player rights = HELPER	
[10/11/25 08:59AM] Delicious used command ::vboss | Player rights = HELPER	
[10/11/25 09:00AM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 09:00AM] Delicious used command ::home | Player rights = HELPER	
[10/11/25 09:00AM] Delicious used command ::vboss | Player rights = HELPER	
[10/11/25 09:02AM] Delicious used command ::nephilim | Player rights = HELPER	
[10/11/25 09:11AM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 09:16AM] Delicious used command ::slayerboss | Player rights = HELPER	
[10/11/25 09:16AM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 09:19AM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 09:19AM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 09:20AM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 09:21AM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 09:21AM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 09:21AM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 09:22AM] Delicious used command ::slayerboss | Player rights = HELPER	
[10/11/25 09:58AM] Delicious used command ::hellraiser | Player rights = HELPER	
[10/11/25 10:12AM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 10:27AM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 10:28AM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 10:29AM] Delicious used command ::dissolveall | Player rights = HELPER	
[10/11/25 10:29AM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 10:30AM] Delicious used command ::dissolveall | Player rights = HELPER	
[10/11/25 10:30AM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 10:46AM] Delicious used command ::zenyte | Player rights = HELPER	
[10/11/25 10:47AM] Delicious used command ::onyx | Player rights = HELPER	
[10/11/25 10:47AM] Delicious used command ::emerald | Player rights = HELPER	
[10/11/25 10:47AM] Delicious used command ::ruby | Player rights = HELPER	
[10/11/25 10:48AM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 11:01AM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 11:03AM] Delicious used command ::daily | Player rights = HELPER	
[10/11/25 11:04AM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 11:16AM] Delicious used command ::collectionlog | Player rights = HELPER	
[10/11/25 11:40AM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 11:42AM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 11:42AM] Delicious used command ::dissolveall | Player rights = HELPER	
[10/11/25 11:42AM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 11:44AM] Delicious used command ::claimall | Player rights = HELPER	
[10/11/25 11:44AM] Delicious used command ::claim | Player rights = HELPER	
[10/11/25 11:59AM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 12:00PM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 12:09PM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 12:09PM] Delicious used command ::home | Player rights = HELPER	
[10/11/25 12:09PM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 04:28PM] Delicious used command ::ruby | Player rights = HELPER	
[10/11/25 04:29PM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 04:29PM] Delicious used command ::onyx | Player rights = HELPER	
[10/11/25 10:25PM] Delicious used command ::diamond | Player rights = HELPER	
[10/11/25 10:25PM] Delicious used command ::diamond | Player rights = HELPER	
[10/11/25 10:25PM] Delicious used command ::diamond | Player rights = HELPER	
[10/11/25 10:39PM] Delicious used command ::teleport | Player rights = HELPER	
[10/11/25 10:39PM] Delicious used command ::vboss | Player rights = HELPER	
[10/11/25 10:40PM] Delicious used command ::vboss | Player rights = HELPER	
[10/11/25 10:40PM] Delicious used command ::vboss | Player rights = HELPER	
[10/11/25 10:45PM] Delicious used command ::nephilim | Player rights = HELPER	
[10/11/25 10:54PM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 10:54PM] Delicious used command ::bank | Player rights = HELPER	
[10/11/25 10:55PM] Delicious used command ::slayerboss | Player rights = HELPER	
[10/12/25 02:15AM] Delicious used command ::bank | Player rights = HELPER	
[10/12/25 02:19AM] Delicious used command ::bank | Player rights = HELPER	
[10/12/25 02:21AM] Delicious used command ::daily | Player rights = HELPER	
[10/12/25 02:22AM] Delicious used command ::bank | Player rights = HELPER	
[10/12/25 02:24AM] Delicious used command ::bank | Player rights = HELPER	
[10/12/25 02:26AM] Delicious used command ::dissolveall | Player rights = HELPER	
[10/12/25 02:26AM] Delicious used command ::bank | Player rights = HELPER	
[10/12/25 02:27AM] Delicious used command ::bank | Player rights = HELPER	
[10/12/25 02:28AM] Delicious used command ::bank | Player rights = HELPER	
[10/12/25 02:28AM] Delicious used command ::bank | Player rights = HELPER	
[10/12/25 02:28AM] Delicious used command ::bank | Player rights = HELPER	
[10/12/25 02:29AM] Delicious used command ::bank | Player rights = HELPER	
[10/12/25 02:30AM] Delicious used command ::dissolveall | Player rights = HELPER	
[10/12/25 02:30AM] Delicious used command ::bank | Player rights = HELPER	
[10/12/25 02:30AM] Delicious used command ::bank | Player rights = HELPER	
[10/12/25 02:30AM] Delicious used command ::dissolveall | Player rights = HELPER	
[10/12/25 02:30AM] Delicious used command ::bank | Player rights = HELPER	
[10/12/25 02:31AM] Delicious used command ::dissolveall | Player rights = HELPER	
[10/12/25 02:31AM] Delicious used command ::bank | Player rights = HELPER	
[10/12/25 02:31AM] Delicious used command ::dissolveall | Player rights = HELPER	
[10/12/25 02:32AM] Delicious used command ::dissolveall | Player rights = HELPER	
[10/12/25 02:33AM] Delicious used command ::dissolveall | Player rights = HELPER	
[10/12/25 02:33AM] Delicious used command ::dissolveall | Player rights = HELPER	
[10/12/25 02:33AM] Delicious used command ::collectionlog | Player rights = HELPER	
[10/12/25 02:34AM] Delicious used command ::dk | Player rights = HELPER	
[10/12/25 02:56AM] Delicious used command ::diamond | Player rights = HELPER	
[10/12/25 02:57AM] Delicious used command ::bank | Player rights = HELPER	
[10/13/25 10:34AM] Delicious used command ::daily | Player rights = HELPER	
[10/13/25 10:34AM] Delicious used command ::bank | Player rights = HELPER	
[10/13/25 10:34AM] Delicious used command ::bank | Player rights = HELPER	
[10/13/25 10:35AM] Delicious used command ::dissolveall | Player rights = HELPER	
[10/13/25 10:35AM] Delicious used command ::bank | Player rights = HELPER	
[10/13/25 10:35AM] Delicious used command ::bank | Player rights = HELPER	
[10/13/25 10:35AM] Delicious used command ::dissolveall | Player rights = HELPER	
[10/13/25 10:35AM] Delicious used command ::bank | Player rights = HELPER	
[10/13/25 10:35AM] Delicious used command ::daily | Player rights = HELPER	
[10/13/25 10:41AM] Delicious used command ::maxhit | Player rights = HELPER	
[10/13/25 10:42AM] Delicious used command ::daily | Player rights = HELPER	
[10/13/25 11:22AM] Delicious used command ::hp | Player rights = HELPER	
[10/13/25 11:27AM] Delicious used command ::daily | Player rights = HELPER	
[10/13/25 11:27AM] Delicious used command ::streaks | Player rights = HELPER	
[10/13/25 11:27AM] Delicious used command ::streaks | Player rights = HELPER	
[10/13/25 11:27AM] Delicious used command ::daily | Player rights = HELPER	
[10/13/25 11:33AM] Delicious used command ::daily | Player rights = HELPER	
[10/13/25 11:34AM] Delicious used command ::bank | Player rights = HELPER	
[10/13/25 11:34AM] Delicious used command ::bank | Player rights = HELPER	
[10/13/25 11:36AM] Delicious used command ::bank | Player rights = HELPER	
[10/13/25 11:23PM] Delicious used command ::diamond | Player rights = HELPER	
[10/13/25 11:23PM] Delicious used command ::bank | Player rights = HELPER	
[10/13/25 11:50PM] Delicious used command ::bank | Player rights = HELPER	
[10/14/25 12:29AM] Delicious used command ::bank | Player rights = HELPER	
[10/14/25 12:36AM] Delicious used command ::bank | Player rights = HELPER	
[10/14/25 12:49AM] Delicious used command ::bank | Player rights = HELPER	
[10/14/25 12:49AM] Delicious used command ::bank | Player rights = HELPER	
[10/14/25 01:06AM] Delicious used command ::bank | Player rights = HELPER	
[10/14/25 01:06AM] Delicious used command ::bank | Player rights = HELPER	
[10/14/25 01:06AM] Delicious used command ::bank | Player rights = HELPER	
[10/14/25 01:07AM] Delicious used command ::bank | Player rights = HELPER	
[10/14/25 01:07AM] Delicious used command ::bank | Player rights = HELPER	
[10/14/25 01:07AM] Delicious used command ::bank | Player rights = HELPER	
[10/14/25 01:07AM] Delicious used command ::bank | Player rights = HELPER	
[10/14/25 02:00AM] Delicious used command ::daily | Player rights = HELPER	
[10/14/25 03:01AM] Delicious used command ::platinum | Player rights = HELPER	
[10/14/25 03:01AM] Delicious used command ::platinum | Player rights = HELPER	
