[10/4/25 08:23PM] Hank used command ::yell yes sir | Player rights = OWNER	
[10/6/25 08:09PM] Hank used command ::item 10792 10 | Player rights = OWNER	
[10/6/25 08:10PM] Hank used command ::teleto vibes | Player rights = OWNER	
[10/6/25 08:15PM] Hank used command ::teleto you | Player rights = OWNER	
[10/6/25 08:24PM] Hank used command ::find fallen | Player rights = OWNER	
[10/6/25 08:25PM] Hank used command ::item 23469 | Player rights = OWNER	
[10/6/25 08:25PM] Hank used command ::item 23470 | Player rights = OWNER	
[10/6/25 08:26PM] Hank used command ::bank | Player rights = OWNER	
[10/6/25 08:28PM] Hank used command ::teleto you | Player rights = OWNER	
[10/6/25 08:28PM] Hank used command ::teleto you | Player rights = OWNER	
[10/6/25 08:29PM] Hank used command ::bank | Player rights = OWNER	
[10/6/25 08:36PM] Hank used command ::item 12855 | Player rights = OWNER	
[10/6/25 08:36PM] Hank used command ::empty | Player rights = OWNER	
[10/6/25 08:36PM] Hank used command ::item 12855 | Player rights = OWNER	
[10/6/25 08:37PM] Hank used command ::item 14999 | Player rights = OWNER	
[10/6/25 08:47PM] Hank used command ::voted | Player rights = OWNER	
[10/6/25 08:48PM] Hank used command ::save all | Player rights = OWNER	
[10/6/25 08:48PM] Hank used command ::update | Player rights = OWNER	
[10/6/25 08:49PM] Hank used command ::vote | Player rights = OWNER	
[10/6/25 08:51PM] Hank used command ::vote | Player rights = OWNER	
[10/6/25 08:51PM] Hank used command ::yell ::vote now works | Player rights = OWNER	
[10/6/25 08:59PM] Hank used command ::teleto vibes | Player rights = OWNER	
[10/6/25 09:00PM] Hank used command ::save all | Player rights = OWNER	
[10/6/25 09:00PM] Hank used command ::save all | Player rights = OWNER	
[10/6/25 09:00PM] Hank used command ::save all | Player rights = OWNER	
[10/6/25 09:00PM] Hank used command ::saveall | Player rights = OWNER	
[10/6/25 09:01PM] Hank used command ::donate | Player rights = OWNER	
[10/6/25 09:02PM] Hank used command ::bank | Player rights = OWNER	
[10/6/25 09:03PM] Hank used command ::bank | Player rights = OWNER	
[10/6/25 09:06PM] Hank used command ::donated | Player rights = OWNER	
[10/6/25 09:06PM] Hank used command ::claim | Player rights = OWNER	
[10/6/25 09:07PM] Hank used command ::donated | Player rights = OWNER	
[10/6/25 09:07PM] Hank used command ::voted | Player rights = OWNER	
[10/6/25 09:07PM] Hank used command ::claimdonation | Player rights = OWNER	
[10/6/25 09:14PM] Hank used command ::vote | Player rights = OWNER	
[10/6/25 09:14PM] Hank used command ::donate | Player rights = OWNER	
[10/6/25 09:15PM] Hank used command ::yell wlecome dox | Player rights = OWNER	
[10/6/25 09:15PM] Hank used command ::teleto dox | Player rights = OWNER	
[10/6/25 09:16PM] Hank used command ::giveitem 8412 1 dox | Player rights = OWNER	
[10/6/25 09:16PM] Hank used command ::bank | Player rights = OWNER	
[10/6/25 09:17PM] Hank used command ::giveitem 23002 5 dox | Player rights = OWNER	
[10/6/25 09:17PM] Hank used command ::teleto dox | Player rights = OWNER	
[10/6/25 09:18PM] Hank used command ::teleto dox | Player rights = OWNER	
[10/6/25 09:23PM] Hank used command ::yell sorry if im afk a bit on on vps working on updates | Player rights = OWNER	
[10/6/25 09:24PM] Hank used command ::bank | Player rights = OWNER	
[10/6/25 09:31PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/6/25 09:31PM] Hank used command ::vboss | Player rights = OWNER	
[10/6/25 09:32PM] Hank used command ::bank | Player rights = OWNER	
[10/6/25 09:33PM] Hank used command ::find owner | Player rights = OWNER	
[10/6/25 09:33PM] Hank used command ::item 23242 | Player rights = OWNER	
[10/6/25 09:36PM] Hank used command ::event | Player rights = OWNER	
[10/6/25 09:37PM] Hank used command ::vote | Player rights = OWNER	
[10/6/25 09:37PM] Hank used command ::giveitem 23020 5 dox | Player rights = OWNER	
[10/6/25 09:40PM] Hank used command ::hween | Player rights = OWNER	
[10/6/25 09:41PM] Hank used command ::hweenevent | Player rights = OWNER	
[10/6/25 09:46PM] Hank used command ::Setperk | Player rights = OWNER	
[10/6/25 09:47PM] Hank used command ::bossevent | Player rights = OWNER	
[10/6/25 09:47PM] Hank used command ::startbossevent | Player rights = OWNER	
[10/6/25 09:48PM] Hank used command ::::bossevent | Player rights = OWNER	
[10/6/25 09:48PM] Hank used command ::bossevent | Player rights = OWNER	
[10/6/25 09:54PM] Hank used command ::teleto dox | Player rights = OWNER	
[10/6/25 09:55PM] Hank used command ::saveall | Player rights = OWNER	
[10/6/25 09:55PM] Hank used command ::update 30 | Player rights = OWNER	
[10/6/25 09:56PM] Hank used command ::vote | Player rights = OWNER	
[10/6/25 09:59PM] Hank used command ::claim | Player rights = OWNER	
[10/6/25 10:11PM] Hank used command ::yell im going to take a small nap if you need anything pm | Player rights = OWNER	
[10/6/25 10:11PM] Hank used command ::yell on discord | Player rights = OWNER	
[10/6/25 10:11PM] Hank used command ::empty | Player rights = OWNER	
[10/6/25 10:39PM] Hank used command ::donated | Player rights = OWNER	
[10/6/25 10:39PM] Hank used command ::donated | Player rights = OWNER	
[10/6/25 10:39PM] Hank used command ::claim | Player rights = OWNER	
[10/6/25 10:40PM] Hank used command ::donated | Player rights = OWNER	
[10/6/25 10:40PM] Hank used command ::claimdonation | Player rights = OWNER	
[10/6/25 10:43PM] Hank used command ::donated | Player rights = OWNER	
[10/6/25 10:43PM] Hank used command ::claim | Player rights = OWNER	
[10/6/25 10:43PM] Hank used command ::reward | Player rights = OWNER	
[10/6/25 10:43PM] Hank used command ::donated | Player rights = OWNER	
[10/6/25 10:52PM] Hank used command ::claim | Player rights = OWNER	
[10/6/25 10:52PM] Hank used command ::donated | Player rights = OWNER	
[10/6/25 10:52PM] Hank used command ::claim all | Player rights = OWNER	
[10/6/25 10:52PM] Hank used command ::claimdonate | Player rights = OWNER	
[10/6/25 10:53PM] Hank used command ::answer 4 | Player rights = OWNER	
[10/6/25 10:53PM] Hank used command ::answer 3 | Player rights = OWNER	
[10/6/25 10:53PM] Hank used command ::answer 2 | Player rights = OWNER	
[10/6/25 10:53PM] Hank used command ::answer 5 | Player rights = OWNER	
[10/6/25 10:53PM] Hank used command ::answer 6 | Player rights = OWNER	
[10/6/25 10:53PM] Hank used command ::answer 7 | Player rights = OWNER	
[10/6/25 10:53PM] Hank used command ::answer 8 | Player rights = OWNER	
[10/6/25 10:53PM] Hank used command ::answer 9 | Player rights = OWNER	
[10/6/25 10:53PM] Hank used command ::answer 1 | Player rights = OWNER	
[10/6/25 10:54PM] Hank used command ::max dr | Player rights = OWNER	
[10/6/25 10:54PM] Hank used command ::dr | Player rights = OWNER	
[10/6/25 10:55PM] Hank used command ::bank | Player rights = OWNER	
[10/6/25 10:58PM] Hank used command ::wog | Player rights = OWNER	
[10/6/25 10:58PM] Hank used command ::well | Player rights = OWNER	
[10/6/25 10:59PM] Hank used command ::edge | Player rights = OWNER	
[10/7/25 05:46AM] Hank used command ::yell goodmorning | Player rights = OWNER	
[10/7/25 05:55AM] Hank used command ::claimdonation | Player rights = OWNER	
[10/7/25 05:55AM] Hank used command ::claim | Player rights = OWNER	
[10/7/25 05:56AM] Hank used command ::donated | Player rights = OWNER	
[10/7/25 05:56AM] Hank used command ::nm | Player rights = OWNER	
[10/7/25 05:56AM] Hank used command ::teleto grand | Player rights = OWNER	
[10/7/25 05:59AM] Hank used command ::teleto slicious | Player rights = OWNER	
[10/7/25 05:59AM] Hank used command ::teleto delicious | Player rights = OWNER	
[10/7/25 06:01AM] Hank used command ::teleto gudekompleks | Player rights = OWNER	
[10/7/25 06:01AM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 06:01AM] Hank used command ::giveall 23002 5 | Player rights = OWNER	
[10/7/25 06:03AM] Hank used command ::home | Player rights = OWNER	
[10/7/25 06:05AM] Hank used command ::vote | Player rights = OWNER	
[10/7/25 06:06AM] Hank used command ::claim | Player rights = OWNER	
[10/7/25 06:06AM] Hank used command ::voted | Player rights = OWNER	
[10/7/25 06:07AM] Hank used command ::claimvote | Player rights = OWNER	
[10/7/25 06:15AM] Hank used command ::voted | Player rights = OWNER	
[10/7/25 06:17AM] Hank used command ::yell everyone make sure to vote | Player rights = OWNER	
[10/7/25 06:18AM] Hank used command ::reward 1 all | Player rights = OWNER	
[10/7/25 06:18AM] Hank used command ::claimdonation | Player rights = OWNER	
[10/7/25 06:18AM] Hank used command ::donated | Player rights = OWNER	
[10/7/25 06:32AM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/7/25 06:32AM] Hank used command ::vb | Player rights = OWNER	
[10/7/25 06:32AM] Hank used command ::vboss | Player rights = OWNER	
[10/7/25 06:32AM] Hank used command ::yell all to voteboss | Player rights = OWNER	
[10/7/25 06:34AM] Hank used command ::giveitem 23020 2 delicoius | Player rights = OWNER	
[10/7/25 06:34AM] Hank used command ::giveitem 23020 2 delicious | Player rights = OWNER	
[10/7/25 06:35AM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/7/25 06:36AM] Hank used command ::giveall 23020 5 | Player rights = OWNER	
[10/7/25 06:38AM] Hank used command ::home | Player rights = OWNER	
[10/7/25 06:40AM] Hank used command ::teleto delicious | Player rights = OWNER	
[10/7/25 06:44AM] Hank used command ::talk to me for donation deals | Player rights = OWNER	
[10/7/25 06:45AM] Hank used command ::sm hm | Player rights = OWNER	
[10/7/25 06:45AM] Hank used command ::sb hi | Player rights = OWNER	
[10/7/25 06:45AM] Hank used command ::sb | Player rights = OWNER	
[10/7/25 06:45AM] Hank used command ::message hi | Player rights = OWNER	
[10/7/25 06:46AM] Hank used command ::find wheel | Player rights = OWNER	
[10/7/25 06:50AM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 06:51AM] Hank used command ::item 23277 50 | Player rights = OWNER	
[10/7/25 06:52AM] Hank used command ::giveall 23277 3 | Player rights = OWNER	
[10/7/25 06:52AM] Hank used command ::teleto spoon | Player rights = OWNER	
[10/7/25 06:54AM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 07:42AM] Hank used command ::teleto spoon | Player rights = OWNER	
[10/7/25 07:43AM] Hank used command ::staffzone | Player rights = OWNER	
[10/7/25 07:44AM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 07:47AM] Hank used command ::ckey | Player rights = OWNER	
[10/7/25 07:47AM] Hank used command ::chests | Player rights = OWNER	
[10/7/25 07:51AM] Hank used command ::find pet | Player rights = OWNER	
[10/7/25 07:52AM] Hank used command ::bis | Player rights = OWNER	
[10/7/25 07:52AM] Hank used command ::find fallen | Player rights = OWNER	
[10/7/25 07:53AM] Hank used command ::giveitem 22105 1 delicious | Player rights = OWNER	
[10/7/25 07:58AM] Hank used command ::yell if anyone is interested in donating pm me for deals | Player rights = OWNER	
[10/7/25 08:16AM] Hank used command ::find slayer | Player rights = OWNER	
[10/7/25 08:17AM] Hank used command ::item 18819 | Player rights = OWNER	
[10/7/25 08:17AM] Hank used command ::giveall 18819 1 | Player rights = OWNER	
[10/7/25 08:36AM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 08:37AM] Hank used command ::giveitem 21218 20 history hawk | Player rights = OWNER	
[10/7/25 10:07AM] Hank used command ::yell im having a sale on the store for the next 48 hours | Player rights = OWNER	
[10/7/25 10:15AM] Hank used command ::yell welcome run! | Player rights = OWNER	
[10/7/25 10:16AM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 10:16AM] Hank used command ::givitem 23002 5 run | Player rights = OWNER	
[10/7/25 10:17AM] Hank used command ::giveitem 23002 5 run | Player rights = OWNER	
[10/7/25 10:17AM] Hank used command ::teleto run | Player rights = OWNER	
[10/7/25 10:19AM] Hank used command ::saveall | Player rights = OWNER	
[10/7/25 10:21AM] Hank used command ::teleto run | Player rights = OWNER	
[10/7/25 10:23AM] Hank used command ::staffzone | Player rights = OWNER	
[10/7/25 10:24AM] Hank used command ::yell wlecome yeet | Player rights = OWNER	
[10/7/25 10:24AM] Hank used command ::yell small update  | Player rights = OWNER	
[10/7/25 10:25AM] Hank used command ::update 30 | Player rights = OWNER	
[10/7/25 10:30AM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 10:30AM] Hank used command ::giveitem 23020 5 run | Player rights = OWNER	
[10/7/25 10:30AM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 10:31AM] Hank used command ::giveitem 12855 50000 run | Player rights = OWNER	
[10/7/25 10:31AM] Hank used command ::teleto yeet | Player rights = OWNER	
[10/7/25 10:31AM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 10:32AM] Hank used command ::giveitem 23002 5 yeet | Player rights = OWNER	
[10/7/25 10:32AM] Hank used command ::teleto yeet | Player rights = OWNER	
[10/7/25 10:33AM] Hank used command ::vboss | Player rights = OWNER	
[10/7/25 10:33AM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/7/25 10:33AM] Hank used command ::yell all to bboss | Player rights = OWNER	
[10/7/25 10:34AM] Hank used command ::globalevent | Player rights = OWNER	
[10/7/25 10:35AM] Hank used command ::answer 25 | Player rights = OWNER	
[10/7/25 10:37AM] Hank used command ::find aoe | Player rights = OWNER	
[10/7/25 10:38AM] Hank used command ::giveitem 3738 1 run | Player rights = OWNER	
[10/7/25 10:40AM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 10:41AM] Hank used command ::find diminished | Player rights = OWNER	
[10/7/25 10:42AM] Hank used command ::item 14437 1 | Player rights = OWNER	
[10/7/25 10:42AM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 10:44AM] Hank used command ::yell diminidhed keys are bis keys for bis gear | Player rights = OWNER	
[10/7/25 10:45AM] Hank used command ::yell welcome | Player rights = OWNER	
[10/7/25 10:45AM] Hank used command ::teleto crotone | Player rights = OWNER	
[10/7/25 10:46AM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 10:46AM] Hank used command ::giveitem 23002 5 crotone | Player rights = OWNER	
[10/7/25 10:48AM] Hank used command ::giveitem 18819 1 irun | Player rights = OWNER	
[10/7/25 10:48AM] Hank used command ::giveitem 18819 1 crotone | Player rights = OWNER	
[10/7/25 10:48AM] Hank used command ::teleto irun | Player rights = OWNER	
[10/7/25 10:51AM] Hank used command ::staffzone | Player rights = OWNER	
[10/7/25 10:51AM] Hank used command ::yell i will be making staff soon | Player rights = OWNER	
[10/7/25 10:53AM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 10:54AM] Hank used command ::senditem 23002 5 irun | Player rights = OWNER	
[10/7/25 10:54AM] Hank used command ::giveitem 23002 5 irun | Player rights = OWNER	
[10/7/25 10:55AM] Hank used command ::yell afk for a bit | Player rights = OWNER	
[10/7/25 10:56AM] Hank used command ::yell smg me on discord if you need anything | Player rights = OWNER	
[10/7/25 12:54PM] Hank used command ::yell welcome new players | Player rights = OWNER	
[10/7/25 12:54PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 12:54PM] Hank used command ::giveitem 23002 5 thecyb | Player rights = OWNER	
[10/7/25 12:54PM] Hank used command ::giveitem 23002 5 juggy | Player rights = OWNER	
[10/7/25 12:55PM] Hank used command ::giveitem 23002 rsps vider | Player rights = OWNER	
[10/7/25 12:58PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 01:03PM] Hank used command ::giveitem 3324 gfijf | Player rights = OWNER	
[10/7/25 01:04PM] Hank used command ::giveitem 3324 1 ghijf | Player rights = OWNER	
[10/7/25 01:07PM] Hank used command ::yell all to ::Vboss | Player rights = OWNER	
[10/7/25 01:07PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/7/25 01:11PM] Hank used command ::yell dont forget to fill out staff applications on discord | Player rights = OWNER	
[10/7/25 01:27PM] Hank used command ::dk | Player rights = OWNER	
[10/7/25 01:28PM] Hank used command ::god | Player rights = OWNER	
[10/7/25 01:30PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 01:32PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 01:33PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 01:33PM] Hank used command ::teleto you | Player rights = OWNER	
[10/7/25 01:34PM] Hank used command ::rubyzone | Player rights = OWNER	
[10/7/25 01:34PM] Hank used command ::ruby | Player rights = OWNER	
[10/7/25 01:35PM] Hank used command ::emerald | Player rights = OWNER	
[10/7/25 01:36PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 01:38PM] Hank used command ::diamond | Player rights = OWNER	
[10/7/25 01:38PM] Hank used command ::onxy | Player rights = OWNER	
[10/7/25 01:38PM] Hank used command ::commands | Player rights = OWNER	
[10/7/25 01:39PM] Hank used command ::players | Player rights = OWNER	
[10/7/25 01:40PM] Hank used command ::hellraiser | Player rights = OWNER	
[10/7/25 01:40PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 01:40PM] Hank used command ::giveall 23020 5 | Player rights = OWNER	
[10/7/25 01:41PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 01:41PM] Hank used command ::giveall 23253 2 | Player rights = OWNER	
[10/7/25 01:42PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 01:44PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 01:45PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 01:46PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 01:48PM] Hank used command ::sm hi | Player rights = OWNER	
[10/7/25 01:50PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 01:52PM] Hank used command ::staffzone | Player rights = OWNER	
[10/7/25 01:52PM] Hank used command ::yell afk pm me on discord for stuff | Player rights = OWNER	
[10/7/25 02:56PM] Hank used command ::find | Player rights = OWNER	
[10/7/25 02:56PM] Hank used command ::find grand | Player rights = OWNER	
[10/7/25 02:56PM] Hank used command ::find box | Player rights = OWNER	
[10/7/25 02:56PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 02:57PM] Hank used command ::donate | Player rights = OWNER	
[10/7/25 02:58PM] Hank used command ::find zenyte | Player rights = OWNER	
[10/7/25 02:59PM] Hank used command ::item 7956 20000 | Player rights = OWNER	
[10/7/25 02:59PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 02:59PM] Hank used command ::item 19115 400 | Player rights = OWNER	
[10/7/25 03:00PM] Hank used command ::teleto justin | Player rights = OWNER	
[10/7/25 03:01PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 03:04PM] Hank used command ::broadcast 60 thanks justin for being the first donator :) | Player rights = OWNER	
[10/7/25 03:05PM] Hank used command ::staffzone | Player rights = OWNER	
[10/7/25 03:23PM] Hank used command ::teleto test | Player rights = OWNER	
[10/7/25 03:25PM] Hank used command ::teleto vibes | Player rights = OWNER	
[10/7/25 03:25PM] Hank used command ::teleto vibes | Player rights = OWNER	
[10/7/25 03:26PM] Hank used command ::broadcast 100 apply for staff on discord under staff applucations | Player rights = OWNER	
[10/7/25 03:30PM] Hank used command ::claim | Player rights = OWNER	
[10/7/25 03:30PM] Hank used command ::claim | Player rights = OWNER	
[10/7/25 04:13PM] Hank used command ::vboss | Player rights = OWNER	
[10/7/25 04:13PM] Hank used command ::yell all to ::vboss | Player rights = OWNER	
[10/7/25 04:14PM] Hank used command ::donated | Player rights = OWNER	
[10/7/25 04:14PM] Hank used command ::claim | Player rights = OWNER	
[10/7/25 04:14PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/7/25 04:15PM] Hank used command ::giveitem 22113 1 justin | Player rights = OWNER	
[10/7/25 04:16PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/7/25 04:18PM] Hank used command ::naraku | Player rights = OWNER	
[10/7/25 04:18PM] Hank used command ::teletome justin | Player rights = OWNER	
[10/7/25 04:21PM] Hank used command ::staffzone | Player rights = OWNER	
[10/7/25 04:58PM] Hank used command ::yell whos notm afk? | Player rights = OWNER	
[10/7/25 04:59PM] Hank used command ::vboss | Player rights = OWNER	
[10/7/25 04:59PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/7/25 05:03PM] Hank used command ::find prestige | Player rights = OWNER	
[10/7/25 05:04PM] Hank used command ::giveitem 23236 5 grand | Player rights = OWNER	
[10/7/25 05:04PM] Hank used command ::giveitem 23236 5 justin | Player rights = OWNER	
[10/7/25 05:04PM] Hank used command ::giveitem 23236 5 ghijf | Player rights = OWNER	
[10/7/25 05:05PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/7/25 05:06PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 05:07PM] Hank used command ::giveitem 21218 1000 history hawk | Player rights = OWNER	
[10/7/25 05:08PM] Hank used command ::find scroll | Player rights = OWNER	
[10/7/25 05:10PM] Hank used command ::find card | Player rights = OWNER	
[10/7/25 05:10PM] Hank used command ::item 23277 10 | Player rights = OWNER	
[10/7/25 05:11PM] Hank used command ::item 23278 10 | Player rights = OWNER	
[10/7/25 05:11PM] Hank used command ::item 23279 10 | Player rights = OWNER	
[10/7/25 05:12PM] Hank used command ::item 22121 10 | Player rights = OWNER	
[10/7/25 05:12PM] Hank used command ::item 23276 10 | Player rights = OWNER	
[10/7/25 05:13PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/7/25 05:15PM] Hank used command ::giveall 23276 2 | Player rights = OWNER	
[10/7/25 05:16PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 05:17PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 05:18PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 05:18PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 05:20PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 05:21PM] Hank used command ::giveitem 22121 50 history hawk | Player rights = OWNER	
[10/7/25 05:33PM] Hank used command ::staffzone | Player rights = OWNER	
[10/7/25 05:33PM] Hank used command ::broadcast afk for a little bit pm on discord if you need anything | Player rights = OWNER	
[10/7/25 05:34PM] Hank used command ::broadcast 120 afk for a little bit pm on discord if you need anything | Player rights = OWNER	
[10/7/25 05:38PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 05:38PM] Hank used command ::giveitem 23279 10 history hawk | Player rights = OWNER	
[10/7/25 05:44PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 05:48PM] Hank used command ::giveitem 149999 100 history hawk | Player rights = OWNER	
[10/7/25 05:49PM] Hank used command ::giveitem 14999 100 history hawk | Player rights = OWNER	
[10/7/25 05:49PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 05:58PM] Hank used command ::find nephilim | Player rights = OWNER	
[10/7/25 05:58PM] Hank used command ::getitem 23257 10m | Player rights = OWNER	
[10/7/25 05:59PM] Hank used command ::item 23257 10m | Player rights = OWNER	
[10/7/25 06:00PM] Hank used command ::teleto evilspot | Player rights = OWNER	
[10/7/25 06:01PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 06:01PM] Hank used command ::teleto evilspot | Player rights = OWNER	
[10/7/25 06:04PM] Hank used command ::find aoe | Player rights = OWNER	
[10/7/25 06:04PM] Hank used command ::item 8411 | Player rights = OWNER	
[10/7/25 06:05PM] Hank used command ::staffzone | Player rights = OWNER	
[10/7/25 06:07PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 06:07PM] Hank used command ::giveall 23020 5 | Player rights = OWNER	
[10/7/25 06:08PM] Hank used command ::vote | Player rights = OWNER	
[10/7/25 06:12PM] Hank used command ::teleto grand | Player rights = OWNER	
[10/7/25 06:12PM] Hank used command ::god | Player rights = OWNER	
[10/7/25 06:12PM] Hank used command ::god | Player rights = OWNER	
[10/7/25 06:14PM] Hank used command ::find chilled | Player rights = OWNER	
[10/7/25 06:14PM] Hank used command ::find gloves | Player rights = OWNER	
[10/7/25 06:15PM] Hank used command ::item 12994 | Player rights = OWNER	
[10/7/25 06:15PM] Hank used command ::item 12864 | Player rights = OWNER	
[10/7/25 06:16PM] Hank used command ::giveitem 12864 1 justin | Player rights = OWNER	
[10/7/25 06:18PM] Hank used command ::staffzone | Player rights = OWNER	
[10/7/25 06:19PM] Hank used command ::yell pm me on discord for anything | Player rights = OWNER	
[10/7/25 06:19PM] Hank used command ::yell putting my daughter to bed | Player rights = OWNER	
[10/7/25 07:57PM] Hank used command ::find bootster | Player rights = OWNER	
[10/7/25 07:58PM] Hank used command ::find 1.5 | Player rights = OWNER	
[10/7/25 07:58PM] Hank used command ::giveitem 23254 rvilspot | Player rights = OWNER	
[10/7/25 08:00PM] Hank used command ::teleto sun | Player rights = OWNER	
[10/7/25 08:07PM] Hank used command ::teleto  you | Player rights = OWNER	
[10/7/25 08:07PM] Hank used command ::teleto you | Player rights = OWNER	
[10/7/25 08:08PM] Hank used command ::find staff | Player rights = OWNER	
[10/7/25 08:09PM] Hank used command ::item 23026 | Player rights = OWNER	
[10/7/25 08:09PM] Hank used command ::item 22953 | Player rights = OWNER	
[10/7/25 08:12PM] Hank used command ::item 22375 | Player rights = OWNER	
[10/7/25 08:13PM] Hank used command ::find pumpkin | Player rights = OWNER	
[10/7/25 08:14PM] Hank used command ::item 22373 | Player rights = OWNER	
[10/7/25 08:14PM] Hank used command ::item 33379 | Player rights = OWNER	
[10/7/25 08:14PM] Hank used command ::item 22389 1 | Player rights = OWNER	
[10/7/25 08:15PM] Hank used command ::find halloween | Player rights = OWNER	
[10/7/25 08:17PM] Hank used command ::find santa | Player rights = OWNER	
[10/7/25 08:17PM] Hank used command ::item 23361 1 | Player rights = OWNER	
[10/7/25 08:17PM] Hank used command ::item 3 | Player rights = OWNER	
[10/7/25 08:18PM] Hank used command ::item 23360 1 | Player rights = OWNER	
[10/7/25 08:18PM] Hank used command ::item 18410 1 | Player rights = OWNER	
[10/7/25 08:19PM] Hank used command ::item 2+2 | Player rights = OWNER	
[10/7/25 08:19PM] Hank used command ::item 19134 | Player rights = OWNER	
[10/7/25 08:19PM] Hank used command ::item 22043 | Player rights = OWNER	
[10/7/25 08:19PM] Hank used command ::item 18412 1 | Player rights = OWNER	
[10/7/25 08:20PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 08:21PM] Hank used command ::item 23405 | Player rights = OWNER	
[10/7/25 08:21PM] Hank used command ::item 3 | Player rights = OWNER	
[10/7/25 08:21PM] Hank used command ::item 23653 | Player rights = OWNER	
[10/7/25 08:21PM] Hank used command ::item 23654 | Player rights = OWNER	
[10/7/25 08:22PM] Hank used command ::item 23661 | Player rights = OWNER	
[10/7/25 08:22PM] Hank used command ::find death | Player rights = OWNER	
[10/7/25 08:22PM] Hank used command ::item 22071 | Player rights = OWNER	
[10/7/25 08:23PM] Hank used command ::item 22036 | Player rights = OWNER	
[10/7/25 08:23PM] Hank used command ::item 22037 | Player rights = OWNER	
[10/7/25 08:23PM] Hank used command ::item 22038 | Player rights = OWNER	
[10/7/25 08:23PM] Hank used command ::item 21934 | Player rights = OWNER	
[10/7/25 08:24PM] Hank used command ::find cythe | Player rights = OWNER	
[10/7/25 08:24PM] Hank used command ::item 23132 | Player rights = OWNER	
[10/7/25 08:25PM] Hank used command ::item 20555 | Player rights = OWNER	
[10/7/25 08:25PM] Hank used command ::item 20549 | Player rights = OWNER	
[10/7/25 08:25PM] Hank used command ::find skull | Player rights = OWNER	
[10/7/25 08:26PM] Hank used command ::find grim | Player rights = OWNER	
[10/7/25 08:26PM] Hank used command ::find bunny | Player rights = OWNER	
[10/7/25 08:27PM] Hank used command ::find yugi | Player rights = OWNER	
[10/7/25 08:27PM] Hank used command ::find party | Player rights = OWNER	
[10/7/25 08:28PM] Hank used command ::find mod | Player rights = OWNER	
[10/7/25 08:28PM] Hank used command ::find cape | Player rights = OWNER	
[10/7/25 08:28PM] Hank used command ::item 23424 | Player rights = OWNER	
[10/7/25 08:29PM] Hank used command ::find diyos | Player rights = OWNER	
[10/7/25 08:29PM] Hank used command ::item 23418 1 | Player rights = OWNER	
[10/7/25 08:29PM] Hank used command ::item 23419 | Player rights = OWNER	
