[10/7/25 11:51AM] Thecyb used command ::ref | Player rights = PLAYER	
[10/12/25 02:21PM] Thecyb used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/12/25 02:23PM] Thecyb used command ::bank | Player rights = EMERALD_DONATOR	
[10/12/25 02:24PM] Thecyb used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/12/25 02:24PM] Thecyb used command ::bank | Player rights = EMERALD_DONATOR	
[10/12/25 02:24PM] Thecyb used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/12/25 02:24PM] Thecyb used command ::bank | Player rights = EMERALD_DONATOR	
[10/12/25 02:25PM] Thecyb used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/12/25 02:25PM] Thecyb used command ::bank | Player rights = EMERALD_DONATOR	
[10/12/25 02:25PM] Thecyb used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/12/25 02:25PM] Thecyb used command ::bank | Player rights = EMERALD_DONATOR	
[10/12/25 02:26PM] Thecyb used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/12/25 02:30PM] Thecyb used command ::iron | Player rights = EMERALD_DONATOR	
[10/12/25 02:33PM] Thecyb used command ::bank | Player rights = EMERALD_DONATOR	
[10/12/25 02:33PM] Thecyb used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/12/25 02:34PM] Thecyb used command ::bank | Player rights = EMERALD_DONATOR	
[10/12/25 02:34PM] Thecyb used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/12/25 02:37PM] Thecyb used command ::mage | Player rights = EMERALD_DONATOR	
[10/12/25 02:37PM] Thecyb used command ::mage | Player rights = EMERALD_DONATOR	
[10/12/25 02:37PM] Thecyb used command ::melee | Player rights = EMERALD_DONATOR	
[10/12/25 02:39PM] Thecyb used command ::bank | Player rights = EMERALD_DONATOR	
[10/12/25 02:39PM] Thecyb used command ::bank | Player rights = EMERALD_DONATOR	
[10/12/25 02:42PM] Thecyb used command ::bank | Player rights = EMERALD_DONATOR	
[10/12/25 02:43PM] Thecyb used command ::bank | Player rights = EMERALD_DONATOR	
[10/12/25 02:52PM] Thecyb used command ::platinum | Player rights = EMERALD_DONATOR	
[10/12/25 02:55PM] Thecyb used command ::bank | Player rights = EMERALD_DONATOR	
[10/12/25 02:55PM] Thecyb used command ::bank | Player rights = EMERALD_DONATOR	
[10/12/25 02:55PM] Thecyb used command ::bank | Player rights = EMERALD_DONATOR	
[10/12/25 02:56PM] Thecyb used command ::emerald | Player rights = EMERALD_DONATOR	
[10/12/25 02:56PM] Thecyb used command ::sapphire | Player rights = EMERALD_DONATOR	
[10/12/25 02:58PM] Thecyb used command ::bank | Player rights = EMERALD_DONATOR	
[10/16/25 11:49AM] Thecyb used command ::bank | Player rights = EMERALD_DONATOR	
[10/16/25 11:54AM] Thecyb used command ::Daily | Player rights = EMERALD_DONATOR	
[10/18/25 11:47AM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 11:50AM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 11:50AM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 11:53AM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 11:54AM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 11:54AM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 11:54AM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 11:54AM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 11:54AM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 11:54AM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 11:54AM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 11:54AM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 11:54AM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 11:54AM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 11:55AM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 11:55AM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 11:55AM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 11:55AM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 11:55AM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 11:55AM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 11:56AM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 11:56AM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 11:56AM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 11:56AM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 11:56AM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 11:58AM] Thecyb used command ::iron | Player rights = RUBY_DONATOR	
[10/18/25 11:58AM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 11:58AM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 11:59AM] Thecyb used command ::ozone | Player rights = RUBY_DONATOR	
[10/18/25 12:00PM] Thecyb used command ::naraku | Player rights = RUBY_DONATOR	
[10/18/25 12:03PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:04PM] Thecyb used command ::Daily | Player rights = RUBY_DONATOR	
[10/18/25 12:05PM] Thecyb used command ::Dr | Player rights = RUBY_DONATOR	
[10/18/25 12:05PM] Thecyb used command ::ruby | Player rights = RUBY_DONATOR	
[10/18/25 12:10PM] Thecyb used command ::voted | Player rights = RUBY_DONATOR	
[10/18/25 12:10PM] Thecyb used command ::reward 1 all | Player rights = RUBY_DONATOR	
[10/18/25 12:11PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:14PM] Thecyb used command ::owner | Player rights = RUBY_DONATOR	
[10/18/25 12:14PM] Thecyb used command ::ownerzone | Player rights = RUBY_DONATOR	
[10/18/25 12:17PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:19PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 12:19PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:19PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 12:19PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:19PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 12:20PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:20PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:21PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:23PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 12:23PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:24PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 12:24PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:24PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 12:24PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:25PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 12:25PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:25PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:25PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:25PM] Thecyb used command ::dissolvebank | Player rights = RUBY_DONATOR	
[10/18/25 12:25PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:26PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:26PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:26PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:26PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:26PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:26PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:26PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:26PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:26PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:27PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:27PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:27PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:27PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 12:27PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:27PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 12:27PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:27PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 12:27PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:28PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 12:28PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:28PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 12:28PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:28PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 12:28PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:28PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 12:28PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:28PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 12:28PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:29PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 12:29PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:29PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 12:29PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 12:29PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:29PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 12:29PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:29PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 12:29PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:29PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 12:29PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:29PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 12:30PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:30PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:30PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:30PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:30PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:30PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:30PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:31PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:31PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:31PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:38PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:38PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:45PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:48PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:49PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:53PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:54PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:54PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 12:55PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:02PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:04PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:08PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:08PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:09PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:09PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:09PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:10PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:10PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:11PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:12PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:12PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:12PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:13PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:19PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:25PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:25PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:25PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:25PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:25PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:25PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:25PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:25PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:26PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:26PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:26PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:26PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:35PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:35PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:35PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:35PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:36PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:37PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:37PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:37PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:38PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:38PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:38PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:38PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:38PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:38PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:38PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:38PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:39PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:39PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:39PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:39PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:42PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:42PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:42PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:43PM] Thecyb used command ::platinum | Player rights = RUBY_DONATOR	
[10/18/25 01:44PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:44PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:45PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:45PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:45PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:45PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:48PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:48PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:48PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:48PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:48PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:48PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:48PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:48PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:49PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:49PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:49PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:50PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:50PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:50PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:50PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:50PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:50PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:51PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:51PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:51PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:51PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:51PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:51PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:51PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:51PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:51PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:52PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:52PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:52PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:52PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:52PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:52PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:52PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:53PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:53PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:53PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:53PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:54PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:54PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 01:55PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:57PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:58PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 01:58PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 02:03PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:04PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:04PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:04PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:05PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:05PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:05PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:05PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:05PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:06PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:06PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:06PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:06PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:06PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:07PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:07PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:07PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 02:07PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:07PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 02:07PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:07PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 02:07PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:07PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 02:08PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:08PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 02:08PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:08PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 02:08PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:08PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 02:08PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:09PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 02:09PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:09PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 02:09PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:09PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 02:09PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:09PM] Thecyb used command ::dissolveall | Player rights = RUBY_DONATOR	
[10/18/25 02:09PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:09PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:13PM] Thecyb used command ::iron | Player rights = RUBY_DONATOR	
[10/18/25 02:13PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:15PM] Thecyb used command ::ruby  | Player rights = RUBY_DONATOR	
[10/18/25 02:15PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:22PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:24PM] Thecyb used command ::teleport | Player rights = RUBY_DONATOR	
[10/18/25 02:24PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:24PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:25PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:26PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
[10/18/25 02:28PM] Thecyb used command ::bank | Player rights = RUBY_DONATOR	
