[7/13/25 06:00PM]  [ Test ] Test used command ::donate | Player rights = PLAYER	
[10/7/25 04:45PM]  [ Justin ] Justin used command ::dz | Player rights = RUBY_DONATOR	
[10/7/25 04:47PM]  [ Afk Gh ] Afk Gh used command ::afk | Player rights = PLAYER	
[10/7/25 04:47PM]  [ Afk Gh ] Afk Gh used command ::shops | Player rights = PLAYER	
[10/7/25 04:48PM]  [ Justin ] Justin used command ::afk | Player rights = RUBY_DONATOR	
[10/7/25 04:48PM]  [ Justin ] Justin used command ::afksho | Player rights = RUBY_DONATOR	
[10/7/25 04:48PM]  [ Grand ] Grand used command ::bank | Player rights = DIAMOND_DONATOR	
[10/7/25 04:48PM]  [ Grand ] Grand used command ::bank | Player rights = DIAMOND_DONATOR	
[10/7/25 04:48PM]  [ Justin ] Justin used command ::shops | Player rights = RUBY_DONATOR	
[10/7/25 04:49PM]  [ Grand ] Grand used command ::afk | Player rights = DIAMOND_DONATOR	
[10/7/25 04:53PM]  [ Ghijf ] Ghijf used command ::npckills | Player rights = EMERALD_DONATOR	
[10/7/25 04:53PM]  [ Ghijf ] Ghijf used command ::kills | Player rights = EMERALD_DONATOR	
[10/7/25 04:53PM]  [ Grand ] Grand used command ::diamond | Player rights = DIAMOND_DONATOR	
[10/7/25 04:53PM]  [ Grand ] Grand used command ::bank | Player rights = DIAMOND_DONATOR	
[10/7/25 04:54PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 04:54PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 04:54PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 04:55PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 04:58PM]  [ Hank ] Hank used command ::yell whos notm afk? | Player rights = OWNER	
[10/7/25 04:58PM]  [ Afk Gh ] Afk Gh used command ::afk | Player rights = PLAYER	
[10/7/25 04:58PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 04:59PM]  [ Ghijf ] Ghijf used command ::god | Player rights = EMERALD_DONATOR	
[10/7/25 04:59PM]  [ Hank ] Hank used command ::vboss | Player rights = OWNER	
[10/7/25 04:59PM]  [ Ghijf ] Ghijf used command ::godmode | Player rights = EMERALD_DONATOR	
[10/7/25 04:59PM]  [ Grand ] Grand used command ::bank | Player rights = DIAMOND_DONATOR	
[10/7/25 04:59PM]  [ History Hawk ] History Hawk used command ::vboss | Player rights = RUBY_DONATOR	
[10/7/25 04:59PM]  [ Hank ] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/7/25 04:59PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 04:59PM]  [ Justin ] Justin used command ::vboss | Player rights = RUBY_DONATOR	
[10/7/25 05:00PM]  [ Grand ] Grand used command ::vboss | Player rights = DIAMOND_DONATOR	
[10/7/25 05:00PM]  [ Ghijf ] Ghijf used command ::vboss | Player rights = EMERALD_DONATOR	
[10/7/25 05:00PM]  [ Ghijf ] Ghijf used command ::maxhit | Player rights = EMERALD_DONATOR	
[10/7/25 05:02PM]  [ Afk Gh ] Afk Gh used command ::prestige | Player rights = PLAYER	
[10/7/25 05:02PM]  [ Afk Gh ] Afk Gh used command ::prestige | Player rights = PLAYER	
[10/7/25 05:03PM]  [ Ghijf ] Ghijf used command ::dr | Player rights = EMERALD_DONATOR	
[10/7/25 05:03PM]  [ Hank ] Hank used command ::find prestige | Player rights = OWNER	
[10/7/25 05:03PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:04PM]  [ Hank ] Hank used command ::giveitem 23236 5 grand | Player rights = OWNER	
[10/7/25 05:04PM]  [ Hank ] Hank used command ::giveitem 23236 5 justin | Player rights = OWNER	
[10/7/25 05:04PM]  [ Hank ] Hank used command ::giveitem 23236 5 ghijf | Player rights = OWNER	
[10/7/25 05:05PM]  [ Hank ] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/7/25 05:06PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 05:06PM]  [ Grand ] Grand used command ::vote | Player rights = DIAMOND_DONATOR	
[10/7/25 05:06PM]  [ Hank ] Hank used command ::bank | Player rights = OWNER	
[10/7/25 05:07PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:07PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:07PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 05:07PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:07PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 05:07PM]  [ Hank ] Hank used command ::giveitem 21218 1000 history hawk | Player rights = OWNER	
[10/7/25 05:07PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:07PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 05:07PM]  [ History Hawk ] History Hawk used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:08PM]  [ Hank ] Hank used command ::find scroll | Player rights = OWNER	
[10/7/25 05:08PM]  [ Rsps Vider ] Rsps Vider used command ::vboss | Player rights = PLAYER	
[10/7/25 05:08PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:08PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 05:08PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:09PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 05:10PM]  [ Ghijf ] Ghijf used command ::donate | Player rights = EMERALD_DONATOR	
[10/7/25 05:10PM]  [ Hank ] Hank used command ::find card | Player rights = OWNER	
[10/7/25 05:10PM]  [ Hank ] Hank used command ::item 23277 10 | Player rights = OWNER	
[10/7/25 05:11PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:11PM]  [ Grand ] Grand used command ::voted | Player rights = DIAMOND_DONATOR	
[10/7/25 05:11PM]  [ Hank ] Hank used command ::item 23278 10 | Player rights = OWNER	
[10/7/25 05:11PM]  [ Grand ] Grand used command ::donated | Player rights = DIAMOND_DONATOR	
[10/7/25 05:11PM]  [ Grand ] Grand used command ::claimvotes | Player rights = DIAMOND_DONATOR	
[10/7/25 05:11PM]  [ Justin ] Justin used command ::vboss | Player rights = RUBY_DONATOR	
[10/7/25 05:11PM]  [ Justin ] Justin used command ::vboss | Player rights = RUBY_DONATOR	
[10/7/25 05:11PM]  [ Justin ] Justin used command ::upgrade | Player rights = RUBY_DONATOR	
[10/7/25 05:11PM]  [ Hank ] Hank used command ::item 23279 10 | Player rights = OWNER	
[10/7/25 05:12PM]  [ Hank ] Hank used command ::item 22121 10 | Player rights = OWNER	
[10/7/25 05:12PM]  [ Hank ] Hank used command ::item 23276 10 | Player rights = OWNER	
[10/7/25 05:13PM]  [ Hank ] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/7/25 05:14PM]  [ Grand ] Grand used command ::daily | Player rights = DIAMOND_DONATOR	
[10/7/25 05:15PM]  [ Hank ] Hank used command ::giveall 23276 2 | Player rights = OWNER	
[10/7/25 05:15PM]  [ History Hawk ] History Hawk used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:16PM]  [ History Hawk ] History Hawk used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:16PM]  [ History Hawk ] History Hawk used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:16PM]  [ Hank ] Hank used command ::bank | Player rights = OWNER	
[10/7/25 05:16PM]  [ Grand ] Grand used command ::bank | Player rights = DIAMOND_DONATOR	
[10/7/25 05:17PM]  [ Hank ] Hank used command ::bank | Player rights = OWNER	
[10/7/25 05:18PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:18PM]  [ Hank ] Hank used command ::bank | Player rights = OWNER	
[10/7/25 05:18PM]  [ Hank ] Hank used command ::bank | Player rights = OWNER	
[10/7/25 05:18PM]  [ Grand ] Grand used command ::bank | Player rights = DIAMOND_DONATOR	
[10/7/25 05:19PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:20PM]  [ History Hawk ] History Hawk used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:20PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:20PM]  [ Hank ] Hank used command ::bank | Player rights = OWNER	
[10/7/25 05:20PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:21PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:21PM]  [ Hank ] Hank used command ::giveitem 22121 50 history hawk | Player rights = OWNER	
[10/7/25 05:23PM]  [ Grand ] Grand used command ::bank | Player rights = DIAMOND_DONATOR	
[10/7/25 05:23PM]  [ Grand ] Grand used command ::bank | Player rights = DIAMOND_DONATOR	
[10/7/25 05:24PM]  [ Grand ] Grand used command ::bank | Player rights = DIAMOND_DONATOR	
[10/7/25 05:24PM]  [ History Hawk ] History Hawk used command ::onxy | Player rights = ONYX_DONATOR	
[10/7/25 05:24PM]  [ History Hawk ] History Hawk used command ::onyx | Player rights = ONYX_DONATOR	
[10/7/25 05:25PM]  [ Grand ] Grand used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:26PM]  [ History Hawk ] History Hawk used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:28PM]  [ Test ] Test used command ::find casket | Player rights = OWNER	
[10/7/25 05:28PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:29PM]  [ Grand ] Grand used command ::donated | Player rights = ONYX_DONATOR	
[10/7/25 05:29PM]  [ Justin ] Justin used command ::upgrades | Player rights = RUBY_DONATOR	
[10/7/25 05:29PM]  [ Grand ] Grand used command ::claimvotes | Player rights = ONYX_DONATOR	
[10/7/25 05:30PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:30PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:30PM]  [ Justin ] Justin used command ::upgrade | Player rights = RUBY_DONATOR	
[10/7/25 05:30PM]  [ Justin ] Justin used command ::upgrade | Player rights = RUBY_DONATOR	
[10/7/25 05:30PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:30PM]  [ Justin ] Justin used command ::upgrade | Player rights = RUBY_DONATOR	
[10/7/25 05:30PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:30PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:31PM]  [ Justin ] Justin used command ::upgrade | Player rights = RUBY_DONATOR	
[10/7/25 05:31PM]  [ History Hawk ] History Hawk used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:32PM]  [ Grand ] Grand used command ::Well | Player rights = ONYX_DONATOR	
[10/7/25 05:32PM]  [ Grand ] Grand used command ::perks | Player rights = ONYX_DONATOR	
[10/7/25 05:32PM]  [ History Hawk ] History Hawk used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:32PM]  [ Grand ] Grand used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:33PM]  [ Hank ] Hank used command ::staffzone | Player rights = OWNER	
[10/7/25 05:33PM]  [ Spoon ] Spoon used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 05:33PM]  [ Hank ] Hank used command ::broadcast afk for a little bit pm on discord if you need anything | Player rights = OWNER	
[10/7/25 05:34PM]  [ Hank ] Hank used command ::broadcast 120 afk for a little bit pm on discord if you need anything | Player rights = OWNER	
[10/7/25 05:34PM]  [ Grand ] Grand used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:34PM]  [ Spoon ] Spoon used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 05:35PM]  [ Spoon ] Spoon used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 05:35PM]  [ Grand ] Grand used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:35PM]  [ Grand ] Grand used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:36PM]  [ Grand ] Grand used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:36PM]  [ History Hawk ] History Hawk used command ::daily | Player rights = ONYX_DONATOR	
[10/7/25 05:36PM]  [ Grand ] Grand used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:37PM]  [ History Hawk ] History Hawk used command ::progresstion | Player rights = ONYX_DONATOR	
[10/7/25 05:37PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:37PM]  [ Spoon ] Spoon used command ::afk | Player rights = EMERALD_DONATOR	
[10/7/25 05:38PM]  [ History Hawk ] History Hawk used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:38PM]  [ Hank ] Hank used command ::bank | Player rights = OWNER	
[10/7/25 05:38PM]  [ Hank ] Hank used command ::giveitem 23279 10 history hawk | Player rights = OWNER	
[10/7/25 05:38PM]  [ History Hawk ] History Hawk used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:38PM]  [ Grand ] Grand used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:39PM]  [ Grand ] Grand used command ::naraku | Player rights = ONYX_DONATOR	
[10/7/25 05:40PM]  [ History Hawk ] History Hawk used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:41PM]  [ Justin ] Justin used command ::dk | Player rights = RUBY_DONATOR	
[10/7/25 05:42PM]  [ Justin ] Justin used command ::naraku | Player rights = RUBY_DONATOR	
[10/7/25 05:42PM]  [ History Hawk ] History Hawk used command ::narakuu | Player rights = ONYX_DONATOR	
[10/7/25 05:43PM]  [ History Hawk ] History Hawk used command ::naraku | Player rights = ONYX_DONATOR	
[10/7/25 05:43PM]  [ History Hawk ] History Hawk used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:44PM]  [ Hank ] Hank used command ::bank | Player rights = OWNER	
[10/7/25 05:44PM]  [ Justin ] Justin used command ::dk | Player rights = RUBY_DONATOR	
[10/7/25 05:44PM]  [ History Hawk ] History Hawk used command ::dk | Player rights = ONYX_DONATOR	
[10/7/25 05:45PM]  [ History Hawk ] History Hawk used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:47PM]  [ History Hawk ] History Hawk used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:48PM]  [ Grand ] Grand used command ::dk | Player rights = ONYX_DONATOR	
[10/7/25 05:48PM]  [ Grand ] Grand used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:48PM]  [ Hank ] Hank used command ::giveitem 149999 100 history hawk | Player rights = OWNER	
[10/7/25 05:48PM]  [ History Hawk ] History Hawk used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:48PM]  [ History Hawk ] History Hawk used command ::empty | Player rights = ONYX_DONATOR	
[10/7/25 05:48PM]  [ Justin ] Justin used command ::dk | Player rights = RUBY_DONATOR	
[10/7/25 05:49PM]  [ Hank ] Hank used command ::giveitem 14999 100 history hawk | Player rights = OWNER	
[10/7/25 05:49PM]  [ Hank ] Hank used command ::bank | Player rights = OWNER	
[10/7/25 05:49PM]  [ History Hawk ] History Hawk used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:50PM]  [ History Hawk ] History Hawk used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:52PM]  [ History Hawk ] History Hawk used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:52PM]  [ History Hawk ] History Hawk used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:52PM]  [ Justin ] Justin used command ::store | Player rights = RUBY_DONATOR	
[10/7/25 05:54PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:54PM]  [ History Hawk ] History Hawk used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:54PM]  [ Justin ] Justin used command ::dk | Player rights = RUBY_DONATOR	
[10/7/25 05:54PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:55PM]  [ Grand ] Grand used command ::dissolveall | Player rights = ONYX_DONATOR	
[10/7/25 05:55PM]  [ History Hawk ] History Hawk used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:55PM]  [ Grand ] Grand used command ::dissolveall | Player rights = ONYX_DONATOR	
[10/7/25 05:55PM]  [ Grand ] Grand used command ::dissolveall | Player rights = ONYX_DONATOR	
[10/7/25 05:55PM]  [ Grand ] Grand used command ::dissolveall | Player rights = ONYX_DONATOR	
[10/7/25 05:56PM]  [ Grand ] Grand used command ::ironman | Player rights = ONYX_DONATOR	
[10/7/25 05:56PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:56PM]  [ History Hawk ] History Hawk used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:56PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:56PM]  [ Grand ] Grand used command ::daily | Player rights = ONYX_DONATOR	
[10/7/25 05:56PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:57PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 05:57PM]  [ Grand ] Grand used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:57PM]  [ Grand ] Grand used command ::dissolveall | Player rights = ONYX_DONATOR	
[10/7/25 05:57PM]  [ Grand ] Grand used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:57PM]  [ Grand ] Grand used command ::dissolveall | Player rights = ONYX_DONATOR	
[10/7/25 05:57PM]  [ Grand ] Grand used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:58PM]  [ Grand ] Grand used command ::dissolveall | Player rights = ONYX_DONATOR	
[10/7/25 05:58PM]  [ Grand ] Grand used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 05:58PM]  [ Grand ] Grand used command ::dissolveall | Player rights = ONYX_DONATOR	
[10/7/25 05:58PM]  [ Grand ] Grand used command ::onyx | Player rights = ONYX_DONATOR	
[10/7/25 05:58PM]  [ Hank ] Hank used command ::find nephilim | Player rights = OWNER	
[10/7/25 05:58PM]  [ Hank ] Hank used command ::getitem 23257 10m | Player rights = OWNER	
[10/7/25 05:59PM]  [ Hank ] Hank used command ::item 23257 10m | Player rights = OWNER	
[10/7/25 05:59PM]  [ Grand ] Grand used command ::nephilim | Player rights = ONYX_DONATOR	
[10/7/25 06:00PM]  [ Justin ] Justin used command ::nephilim | Player rights = RUBY_DONATOR	
[10/7/25 06:00PM]  [ Hank ] Hank used command ::teleto evilspot | Player rights = OWNER	
[10/7/25 06:00PM]  [ Evilspot ] Evilspot used command ::vote | Player rights = PLAYER	
[10/7/25 06:01PM]  [ Hank ] Hank used command ::bank | Player rights = OWNER	
[10/7/25 06:01PM]  [ Justin ] Justin used command ::sp | Player rights = RUBY_DONATOR	
[10/7/25 06:01PM]  [ Justin ] Justin used command ::bp | Player rights = RUBY_DONATOR	
[10/7/25 06:01PM]  [ Hank ] Hank used command ::teleto evilspot | Player rights = OWNER	
[10/7/25 06:02PM]  [ Evilspot ] Evilspot used command ::global | Player rights = PLAYER	
[10/7/25 06:02PM]  [ Grand ] Grand used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 06:03PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 06:03PM]  [ Justin ] Justin used command ::upgrade | Player rights = RUBY_DONATOR	
[10/7/25 06:04PM]  [ Justin ] Justin used command ::upgrade | Player rights = RUBY_DONATOR	
[10/7/25 06:04PM]  [ Hank ] Hank used command ::find aoe | Player rights = OWNER	
[10/7/25 06:04PM]  [ Hank ] Hank used command ::item 8411 | Player rights = OWNER	
[10/7/25 06:05PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 06:05PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 06:05PM]  [ Hank ] Hank used command ::staffzone | Player rights = OWNER	
[10/7/25 06:05PM]  [ Ghijf ] Ghijf used command ::home | Player rights = EMERALD_DONATOR	
[10/7/25 06:05PM]  [ Afk Gh ] Afk Gh used command ::home | Player rights = PLAYER	
[10/7/25 06:06PM]  [ Evilspot ] Evilspot used command ::nephilim | Player rights = PLAYER	
[10/7/25 06:06PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 06:06PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 06:06PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 06:06PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 06:06PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 06:06PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 06:06PM]  [ Evilspot ] Evilspot used command ::vote | Player rights = PLAYER	
[10/7/25 06:07PM]  [ Hank ] Hank used command ::bank | Player rights = OWNER	
[10/7/25 06:07PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 06:07PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 06:07PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 06:07PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 06:07PM]  [ Hank ] Hank used command ::giveall 23020 5 | Player rights = OWNER	
[10/7/25 06:07PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 06:08PM]  [ Grand ] Grand used command ::daily | Player rights = ONYX_DONATOR	
[10/7/25 06:08PM]  [ Ghijf ] Ghijf used command ::shops | Player rights = EMERALD_DONATOR	
[10/7/25 06:08PM]  [ Hank ] Hank used command ::vote | Player rights = OWNER	
[10/7/25 06:08PM]  [ Ghijf ] Ghijf used command ::seasonpass | Player rights = EMERALD_DONATOR	
[10/7/25 06:08PM]  [ Justin ] Justin used command ::vote | Player rights = RUBY_DONATOR	
[10/7/25 06:08PM]  [ Evilspot ] Evilspot used command ::bank | Player rights = PLAYER	
[10/7/25 06:09PM]  [ Evilspot ] Evilspot used command ::bank | Player rights = PLAYER	
[10/7/25 06:09PM]  [ Evilspot ] Evilspot used command ::bank | Player rights = PLAYER	
[10/7/25 06:09PM]  [ Evilspot ] Evilspot used command ::bank | Player rights = PLAYER	
[10/7/25 06:09PM]  [ Evilspot ] Evilspot used command ::bank | Player rights = PLAYER	
[10/7/25 06:09PM]  [ Evilspot ] Evilspot used command ::bank | Player rights = PLAYER	
[10/7/25 06:09PM]  [ Evilspot ] Evilspot used command ::bank | Player rights = PLAYER	
[10/7/25 06:09PM]  [ Evilspot ] Evilspot used command ::bank | Player rights = PLAYER	
[10/7/25 06:09PM]  [ Evilspot ] Evilspot used command ::bank | Player rights = PLAYER	
[10/7/25 06:09PM]  [ Grand ] Grand used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 06:09PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 06:10PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 06:11PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 06:11PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 06:11PM]  [ Ghijf ] Ghijf used command ::nepilm | Player rights = EMERALD_DONATOR	
[10/7/25 06:11PM]  [ Ghijf ] Ghijf used command ::nepilm | Player rights = EMERALD_DONATOR	
[10/7/25 06:12PM]  [ Ghijf ] Ghijf used command ::nephilm | Player rights = EMERALD_DONATOR	
[10/7/25 06:12PM]  [ Hank ] Hank used command ::teleto grand | Player rights = OWNER	
[10/7/25 06:12PM]  [ Ghijf ] Ghijf used command ::nephilim | Player rights = EMERALD_DONATOR	
[10/7/25 06:12PM]  [ Hank ] Hank used command ::god | Player rights = OWNER	
[10/7/25 06:12PM]  [ Grand ] Grand used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 06:12PM]  [ Afk Gh ] Afk Gh used command ::bank | Player rights = PLAYER	
[10/7/25 06:12PM]  [ Hank ] Hank used command ::god | Player rights = OWNER	
[10/7/25 06:14PM]  [ Justin ] Justin used command ::home | Player rights = RUBY_DONATOR	
[10/7/25 06:14PM]  [ Justin ] Justin used command ::nephilim | Player rights = RUBY_DONATOR	
[10/7/25 06:14PM]  [ Grand ] Grand used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 06:14PM]  [ Evilspot ] Evilspot used command ::nephilim | Player rights = PLAYER	
[10/7/25 06:14PM]  [ Hank ] Hank used command ::find chilled | Player rights = OWNER	
[10/7/25 06:14PM]  [ Hank ] Hank used command ::find gloves | Player rights = OWNER	
[10/7/25 06:15PM]  [ Hank ] Hank used command ::item 12994 | Player rights = OWNER	
[10/7/25 06:15PM]  [ Hank ] Hank used command ::item 12864 | Player rights = OWNER	
[10/7/25 06:16PM]  [ Hank ] Hank used command ::giveitem 12864 1 justin | Player rights = OWNER	
[10/7/25 06:16PM]  [ Grand ] Grand used command ::nephilim | Player rights = ONYX_DONATOR	
[10/7/25 06:16PM]  [ Justin ] Justin used command ::dk | Player rights = RUBY_DONATOR	
[10/7/25 06:16PM]  [ Justin ] Justin used command ::nephilim | Player rights = RUBY_DONATOR	
[10/7/25 06:17PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 06:18PM]  [ Evilspot ] Evilspot used command ::perk | Player rights = PLAYER	
[10/7/25 06:18PM]  [ Evilspot ] Evilspot used command ::perks | Player rights = PLAYER	
[10/7/25 06:18PM]  [ Ghijf ] Ghijf used command ::afk | Player rights = EMERALD_DONATOR	
[10/7/25 06:18PM]  [ Hank ] Hank used command ::staffzone | Player rights = OWNER	
[10/7/25 06:19PM]  [ Grand ] Grand used command ::bank | Player rights = ONYX_DONATOR	
[10/7/25 06:19PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 06:19PM]  [ Ghijf ] Ghijf used command ::shops | Player rights = EMERALD_DONATOR	
[10/7/25 06:19PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/7/25 06:19PM]  [ Hank ] Hank used command ::yell pm me on discord for anything | Player rights = OWNER	
[10/7/25 06:19PM]  [ Ghijf ] Ghijf used command ::afk | Player rights = EMERALD_DONATOR	
[10/7/25 06:19PM]  [ Hank ] Hank used command ::yell putting my daughter to bed | Player rights = OWNER	
[10/7/25 06:20PM]  [ Justin ] Justin used command ::bank | Player rights = RUBY_DONATOR	
[10/7/25 06:20PM]  [ Ghijf ] Ghijf used command ::shops | Player rights = EMERALD_DONATOR	
[10/7/25 06:20PM]  [ Evilspot ] Evilspot used command ::bank | Player rights = PLAYER	
[10/7/25 06:20PM]  [ Grand ] Grand used command ::bank | Player rights = ONYX_DONATOR	
