[10/5/25 05:20PM]  [ History Hawk ] Player received drop: x1 Hanto Costume, id: 23462, amount: 1, from: Hanto Warrior	
[10/11/25 10:51PM]  [ History Hawk ] Player received drop: x1 $1 Scroll, id: 10946, amount: 1, from: Nephilim Warrior	
[10/11/25 10:53PM]  [ God Tier ] Player received drop: x1 Upgrade Token pack (100k), id: 15288, amount: 1, from: Nephilim Warrior	
[10/12/25 06:41AM]  [ Spoon ] Player received drop: x1 PvM ticket pack (10k), id: 22219, amount: 1, from: Cave Mutant	
[10/12/25 06:44AM]  [ Spoon ] Player received drop: x1 PvM ticket pack (10k), id: 22219, amount: 1, from: Cave Mutant	
[10/12/25 06:44AM]  [ Spoon ] Player received drop: x1 PvM ticket pack (10k), id: 22219, amount: 1, from: Cave Mutant	
[10/12/25 06:51AM]  [ Spoon ] Player received drop: x1 PvM ticket pack (10k), id: 22219, amount: 1, from: Cave Mutant	
[10/12/25 06:54AM]  [ Spoon ] Player received drop: x1 PvM ticket pack (10k), id: 22219, amount: 1, from: Cave Mutant	
[10/12/25 06:55AM]  [ Spoon ] Player received drop: x1 PvM ticket pack (10k), id: 22219, amount: 1, from: Cave Mutant	
[10/12/25 06:55AM]  [ Spoon ] Player received drop: x1 PvM ticket pack (10k), id: 22219, amount: 1, from: Cave Mutant	
[10/12/25 07:09AM]  [ Spoon ] Player received drop: x1 PvM ticket pack (10k), id: 22219, amount: 1, from: Cave Mutant	
[10/12/25 07:11AM]  [ Spoon ] Player received drop: x1 PvM ticket pack (10k), id: 22219, amount: 1, from: Cave Mutant	
[10/12/25 07:14AM]  [ Spoon ] Player received drop: x1 PvM ticket pack (10k), id: 22219, amount: 1, from: Cave Mutant	
[10/12/25 07:15AM]  [ Spoon ] Player received drop: x1 PvM ticket pack (10k), id: 22219, amount: 1, from: Cave Mutant	
[10/13/25 08:18AM]  [ Ghijf ] Player received drop: x1 Azure Casket, id: 15003, amount: 1, from: Vozzath	
[10/13/25 08:18AM]  [ Ghijf ] Player received drop: x1 Upgrade Token pack (100k), id: 15288, amount: 1, from: Vozzath	
[10/13/25 08:28AM]  [ History Hawk ] Player received drop: x1 Upgrade Token pack (100k), id: 15288, amount: 1, from: Vozzath	
[10/13/25 06:15PM]  [ Kursed ] Player received drop: x1 100% DR Scroll (30 Min), id: 15358, amount: 1, from: Vote Boss	
[10/13/25 06:17PM]  [ History Hawk ] Player received drop: x1 Collector necklace, id: 19886, amount: 1, from: Vote Boss	
[10/13/25 06:22PM]  [ Kursed ] Player received drop: x1 Upgrade Token pack (100k), id: 15288, amount: 1, from: Nephilim Warrior	
[10/13/25 06:23PM]  [ Kursed ] Player received drop: x1 Upgrade Token pack (100k), id: 15288, amount: 1, from: Nephilim Warrior	
[10/13/25 06:23PM]  [ Skyless ] Player received drop: x1 $1 Scroll, id: 10946, amount: 1, from: Nephilim Warrior	
[10/13/25 06:28PM]  [ History Hawk ] Player received drop: x1 Upgrade Token pack (100k), id: 15288, amount: 1, from: Vozzath	
[10/13/25 06:31PM]  [ Kursed ] Player received drop: x1 $5 Bond, id: 6769, amount: 1, from: Vozzath	
[10/13/25 06:34PM]  [ History Hawk ] Player received drop: x1 $5 Bond, id: 6769, amount: 1, from: Vozzath	
[10/13/25 06:50PM]  [ History Hawk ] Player received drop: x1 Upgrade Token pack (100k), id: 15288, amount: 1, from: Nephilim Warrior	
[10/13/25 06:50PM]  [ Skyless ] Player received drop: x1 Upgrade Token pack (100k), id: 15288, amount: 1, from: Nephilim Warrior	
[10/13/25 06:53PM]  [ Kursed ] Player received drop: x1 Upgrade Token pack (100k), id: 15288, amount: 1, from: Nephilim Warrior	
[10/13/25 06:53PM]  [ Skyless ] Player received drop: x1 Upgrade Token pack (100k), id: 15288, amount: 1, from: Nephilim Warrior	
[10/13/25 07:01PM]  [ Dracky ] Player received drop: x1 $1 Scroll, id: 10946, amount: 1, from: Nephilim Warrior	
[10/13/25 07:01PM]  [ History Hawk ] Player received drop: x1 Upgrade Token pack (100k), id: 15288, amount: 1, from: Nephilim Warrior	
[10/13/25 07:04PM]  [ History Hawk ] Player received drop: x1 Upgrade Token pack (100k), id: 15288, amount: 1, from: Nephilim Warrior	
[10/13/25 07:04PM]  [ Ghijf ] Player received drop: x1 Elite Casket, id: 15002, amount: 1, from: Nephilim Warrior	
[10/13/25 07:04PM]  [ Kursed ] Player received drop: x1 $1 Scroll, id: 10946, amount: 1, from: Nephilim Warrior	
[10/13/25 07:06PM]  [ Skyless ] Player received drop: x1 Upgrade Token pack (100k), id: 15288, amount: 1, from: Nephilim Warrior	
[10/13/25 07:06PM]  [ Dracky ] Player received drop: x1 Upgrade Token pack (100k), id: 15288, amount: 1, from: Nephilim Warrior	
[10/13/25 07:06PM]  [ History Hawk ] Player received drop: x1 Upgrade Token pack (100k), id: 15288, amount: 1, from: Nephilim Warrior	
[10/13/25 07:08PM]  [ Ghijf ] Player received drop: x1 Upgrade Token pack (100k), id: 15288, amount: 1, from: Nephilim Warrior	
[10/13/25 07:08PM]  [ Skyless ] Player received drop: x1 $1 Scroll, id: 10946, amount: 1, from: Nephilim Warrior	
[10/13/25 07:08PM]  [ Nickw ] Player received drop: x1 Upgrade Token pack (100k), id: 15288, amount: 1, from: Nephilim Warrior	
[10/14/25 02:07AM]  [ Kursed ] Player received drop: x1 Energy ring, id: 7927, amount: 1, from: Energy Skeleton	
[10/14/25 06:47AM]  [ Ghijf ] Player received drop: x1 Sorrow bow, id: 20173, amount: 1, from: Sub-Zero	
[10/14/25 06:33PM]  [ Kursed ] Player received drop: x1 Sub-Zero body, id: 13301, amount: 1, from: Sub-Zero	
[10/14/25 07:45PM]  [ Kursed ] Player received drop: x1 Royal hell amulet, id: 15511, amount: 1, from: Sub-Zero	
[10/15/25 05:14AM]  [ Spoon ] Player received drop: x1 $1 Scroll, id: 10946, amount: 1, from: Zenyte	
[10/15/25 05:14AM]  [ Spoon ] Player received drop: x1 Deity Attachment, id: 10947, amount: 1, from: Zenyte	
[10/15/25 07:22PM]  [ Kursed ] Player received drop: x1 Sorrow bow, id: 20173, amount: 1, from: Sub-Zero	
[10/15/25 08:54PM]  [ History Hawk ] Player received drop: x1 $1 Scroll, id: 10946, amount: 1, from: Nephilim Warrior	
[10/15/25 08:54PM]  [ Big Daddy D ] Player received drop: x1 $1 Scroll, id: 10946, amount: 1, from: Nephilim Warrior	
[10/15/25 08:56PM]  [ History Hawk ] Player received drop: x1 Upgrade Token pack (100k), id: 15288, amount: 1, from: Nephilim Warrior	
[10/16/25 03:13PM]  [ Kursed ] Player received drop: x5 Invention xp lamp, id: 21218, amount: 5, from: Almighty Zeus	
[10/17/25 04:23PM]  [ Dox ] Player received drop: x1 PvM ticket pack (10k), id: 22219, amount: 1, from: Energy Skeleton	
[10/17/25 08:53PM]  [ Dox ] Player received drop: x1 Sorrow bow, id: 20173, amount: 1, from: Sub-Zero	
[10/18/25 11:21AM]  [ Dracky ] Player received drop: x1 Shetani body, id: 19139, amount: 1, from: Shetani	
[10/18/25 02:37PM]  [ Dox ] Player received drop: x1 Sorrow horn-coif, id: 8803, amount: 1, from: Sub-Zero	
[10/18/25 03:35PM]  [ Dox ] Player received drop: x1 Upgrade Token pack (25k), id: 15289, amount: 1, from: Sub-Zero	
[10/18/25 09:27PM]  [ Dox ] Player received drop: x1 PvM ticket pack (10k), id: 22219, amount: 1, from: Demon Goddess	
